## name             = hplus_l2_mp2
## comment          = 
## GPS time (s)     = 0.000000000
## freq shift (Hz)  = 0.000000
# name  = hplus_l2_mp2
# type  = double
# nData = 545
# nDim  = 1
# dims  = 545
# unitX = s
# unitY = 
0.000000e+00	0.000000e+00
1.239000e+01	5.593728e-10
2.478000e+01	1.656479e-05
3.717000e+01	3.727753e-04
4.956000e+01	8.143908e-04
6.195000e+01	-2.080564e-03
7.434000e+01	-1.327924e-02
8.673000e+01	-3.521329e-02
9.912000e+01	-6.778255e-02
1.115100e+02	-1.066488e-01
1.239000e+02	-1.441634e-01
1.362900e+02	-1.728283e-01
1.486800e+02	-1.861552e-01
1.610700e+02	-1.793486e-01
1.734600e+02	-1.483658e-01
1.858500e+02	-9.298868e-02
1.982400e+02	-1.804965e-02
2.106300e+02	6.668196e-02
2.230200e+02	1.491707e-01
2.354100e+02	2.221086e-01
2.478000e+02	2.797724e-01
2.601900e+02	3.166257e-01
2.725800e+02	3.263523e-01
2.849700e+02	3.121685e-01
2.973600e+02	2.738409e-01
3.097500e+02	2.132340e-01
3.221400e+02	1.340084e-01
3.345300e+02	4.231664e-02
3.469200e+02	-5.379605e-02
3.593100e+02	-1.459043e-01
3.717000e+02	-2.280444e-01
3.840900e+02	-2.931676e-01
3.964800e+02	-3.317509e-01
4.088700e+02	-3.424163e-01
4.212600e+02	-3.199756e-01
4.336500e+02	-2.689809e-01
4.460400e+02	-1.932183e-01
4.584300e+02	-9.677927e-02
4.708200e+02	1.076918e-02
4.832100e+02	1.188001e-01
4.956000e+02	2.156825e-01
5.079900e+02	2.936838e-01
5.203800e+02	3.431175e-01
5.327700e+02	3.579091e-01
5.451600e+02	3.345652e-01
5.575500e+02	2.756832e-01
5.699400e+02	1.867052e-01
5.823300e+02	7.799758e-02
5.947200e+02	-4.089738e-02
6.071100e+02	-1.571901e-01
6.195000e+02	-2.574807e-01
6.318900e+02	-3.287551e-01
6.442800e+02	-3.648717e-01
6.566700e+02	-3.600683e-01
6.690600e+02	-3.121235e-01
6.814500e+02	-2.285198e-01
6.938400e+02	-1.173390e-01
7.062300e+02	6.455897e-03
7.186200e+02	1.302341e-01
7.310100e+02	2.403108e-01
7.434000e+02	3.238368e-01
7.557900e+02	3.687161e-01
7.681800e+02	3.669486e-01
7.805700e+02	3.208057e-01
7.929600e+02	2.372441e-01
8.053500e+02	1.244906e-01
8.177400e+02	-6.239297e-03
8.301300e+02	-1.365779e-01
8.425200e+02	-2.496452e-01
8.549100e+02	-3.318205e-01
8.673000e+02	-3.762548e-01
8.796900e+02	-3.709858e-01
8.920800e+02	-3.143485e-01
9.044700e+02	-2.170191e-01
9.168600e+02	-9.057918e-02
9.292500e+02	4.815726e-02
9.416400e+02	1.831183e-01
9.540300e+02	2.962193e-01
9.664200e+02	3.684230e-01
9.788100e+02	3.868207e-01
9.912000e+02	3.539017e-01
1.003590e+03	2.668803e-01
1.015980e+03	1.386065e-01
1.028370e+03	-1.517054e-02
1.040760e+03	-1.696481e-01
1.053150e+03	-3.001431e-01
1.065540e+03	-3.865105e-01
1.077930e+03	-4.090059e-01
1.090320e+03	-3.647724e-01
1.102710e+03	-2.503457e-01
1.115100e+03	-8.823785e-02
1.127490e+03	9.532029e-02
1.139880e+03	2.677824e-01
1.152270e+03	3.922099e-01
1.164660e+03	4.412334e-01
1.177050e+03	3.949212e-01
1.189440e+03	2.472980e-01
1.201830e+03	3.383990e-02
1.214220e+03	-2.020708e-01
1.226610e+03	-3.939826e-01
1.239000e+03	-4.721861e-01
1.251390e+03	-3.864996e-01
1.263780e+03	-1.409810e-01
1.276170e+03	1.640220e-01
1.288560e+03	3.851236e-01
1.300950e+03	3.918971e-01
1.313340e+03	1.791411e-01
